31/12/2023 22:32:11 - : ERROR al instalar complementos La mejor coincidencia de método sobrecargado para 'STR_ADDONPERU_INSTALADOR.FrmInstalador.ProcessNewElement(ref object, string, string, ref int, ref int)' tiene algunos argumentos no válidos
31/12/2023 22:43:57 - : Ya existe en SAP complemento Campo BPP_FcDp de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:58 - : Ya existe en SAP complemento Campo BPP_NmDp de la tabla:  @BPP_PAYDTR
31/12/2023 22:43:59 - : Ya existe en SAP complemento Campo BPP_FcCt de la tabla:  @BPP_PAYDTR
31/12/2023 22:44:00 - : Ya existe en SAP complemento Campo BPP_Proy de la tabla:  @BPP_PAYDTR
31/12/2023 22:44:01 - : Ya existe en SAP complemento Campo BPP_PRYD de la tabla:  @BPP_PAYDTR
31/12/2023 22:44:02 - : Ya existe en SAP complemento Campo BPP_PRYH de la tabla:  @BPP_PAYDTR
31/12/2023 22:44:03 - : Ya existe en SAP complemento Campo BPP_CodSuc de la tabla:  @BPP_PAYDTR
31/12/2023 22:44:04 - : Ya existe en SAP complemento Campo BPP_CgPv de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:05 - : Ya existe en SAP complemento Campo BPP_DEAs de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:06 - : Ya existe en SAP complemento Campo BPP_DEPg de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:07 - : Ya existe en SAP complemento Campo BPP_NbPv de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:08 - : Ya existe en SAP complemento Campo BPP_NmDc de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:09 - : Ya existe en SAP complemento Campo BPP_NmPg de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:10 - : Ya existe en SAP complemento Campo BPP_SdAs de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:11 - : Ya existe en SAP complemento Campo BPP_CdBn de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:12 - : Ya existe en SAP complemento Campo BPP_CdDt de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:13 - : Ya existe en SAP complemento Campo BPP_CdOp de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:14 - : Ya existe en SAP complemento Campo BPP_TpOb de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:15 - : Ya existe en SAP complemento Campo BPP_FcDc de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:16 - : Ya existe en SAP complemento Campo BPP_Cnst de la tabla:  @BPP_PAYDTRDET
31/12/2023 22:44:17 - : Ya existe en SAP complemento Campo BPP_Cmnt de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:18 - : Ya existe en SAP complemento Campo BPP_DocSnt de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:19 - : Ya existe en SAP complemento Campo BPP_FchAnl de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:20 - : Ya existe en SAP complemento Campo BPP_NmCorD de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:21 - : Ya existe en SAP complemento Campo BPP_NmCorH de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:22 - : Ya existe en SAP complemento Campo BPP_Serie de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:24 - : Ya existe en SAP complemento Campo BPP_TpDoc de la tabla:  @BPP_ANULCORR
31/12/2023 22:44:24 - : Ya existe en SAP complemento Campo BPP_Cmnt de la tabla:  @BPP_ANULCORRDET
31/12/2023 22:44:26 - : Ya existe en SAP complemento Campo BPP_Estd de la tabla:  @BPP_ANULCORRDET
31/12/2023 22:44:27 - : Ya existe en SAP complemento Campo BPP_FcAn de la tabla:  @BPP_ANULCORRDET
31/12/2023 22:44:28 - : Ya existe en SAP complemento Campo BPP_NmCr de la tabla:  @BPP_ANULCORRDET
31/12/2023 22:44:29 - : Ya existe en SAP complemento Campo BPP_Srie de la tabla:  @BPP_ANULCORRDET
31/12/2023 22:44:30 - : Ya existe en SAP complemento Campo BPP_NDTD de la tabla:  @BPP_NUMDOC
31/12/2023 22:44:31 - : Ya existe en SAP complemento Campo BPP_NDSD de la tabla:  @BPP_NUMDOC
31/12/2023 22:44:32 - : Ya existe en SAP complemento Campo BPP_NDCD de la tabla:  @BPP_NUMDOC
31/12/2023 22:44:33 - : Ya existe en SAP complemento Campo BPP_NDMD de la tabla:  @BPP_NUMDOC
31/12/2023 22:44:34 - : Ya existe en SAP complemento Campo BPP_NDED de la tabla:  @BPP_NUMDOC
31/12/2023 22:44:35 - : Ya existe en SAP complemento Campo BPP_TDTD de la tabla:  @BPP_TPODOC
31/12/2023 22:44:36 - : Ya existe en SAP complemento Campo BPP_TDDD de la tabla:  @BPP_TPODOC
31/12/2023 22:44:37 - : Ya existe en SAP complemento Campo BPP_TDID de la tabla:  @BPP_TPODOC
31/12/2023 22:44:38 - : Ya existe en SAP complemento Campo BPP_TDND de la tabla:  @BPP_TPODOC
31/12/2023 22:44:38 - : Ya existe en SAP complemento Campo BPP_TDNC de la tabla:  @BPP_TPODOC
31/12/2023 22:44:39 - : Ya existe en SAP complemento Campo BPP_TDCD de la tabla:  @BPP_TPODOC
31/12/2023 22:44:40 - : Ya existe en SAP complemento Campo BPP_TDVD de la tabla:  @BPP_TPODOC
31/12/2023 22:44:41 - : Ya existe en SAP complemento Campo BPP_TDCA de la tabla:  @BPP_TPODOC
31/12/2023 22:44:43 - : Ya existe en SAP complemento Campo excluir de la tabla:  @BPP_TPODOC
31/12/2023 22:44:44 - : Ya existe en SAP complemento Campo excrigv de la tabla:  @BPP_TPODOC
31/12/2023 22:44:45 - : Ya existe en SAP complemento Campo BPP_FECRESOL de la tabla:  @STR_AR
31/12/2023 22:44:46 - : Ya existe en SAP complemento Campo BPP_RUC de la tabla:  @STR_AR
31/12/2023 22:44:47 - : Ya existe en SAP complemento Campo BPP_NRORESOL de la tabla:  @STR_AR
31/12/2023 22:44:48 - : Ya existe en SAP complemento Campo BPP_RSOCIAL de la tabla:  @STR_AR
31/12/2023 22:44:49 - : Ya existe en SAP complemento Campo BPP_FECRESOL de la tabla:  @STR_BC
31/12/2023 22:44:50 - : Ya existe en SAP complemento Campo BPP_RUC de la tabla:  @STR_BC
31/12/2023 22:44:51 - : Ya existe en SAP complemento Campo BPP_NRORESOL de la tabla:  @STR_BC
31/12/2023 22:44:52 - : Ya existe en SAP complemento Campo BPP_RSOCIAL de la tabla:  @STR_BC
31/12/2023 22:44:53 - : Ya existe en SAP complemento Campo BPP_CAPS de la tabla:  @BPP_HCAPITAL
31/12/2023 22:44:54 - : Ya existe en SAP complemento Campo BPP_MEMO de la tabla:  @BPP_HCAPITAL
31/12/2023 22:44:55 - : Ya existe en SAP complemento Campo BPP_NACC de la tabla:  @BPP_HCAPITAL
31/12/2023 22:44:56 - : Ya existe en SAP complemento Campo BPP_NASP de la tabla:  @BPP_HCAPITAL
31/12/2023 22:44:57 - : Ya existe en SAP complemento Campo BPP_NASS de la tabla:  @BPP_HCAPITAL
31/12/2023 22:44:58 - : Ya existe en SAP complemento Campo BPP_PERI de la tabla:  @BPP_HCAPITAL
31/12/2023 22:44:59 - : Ya existe en SAP complemento Campo BPP_VALN de la tabla:  @BPP_HCAPITAL
31/12/2023 22:45:00 - : Ya existe en SAP complemento Campo BPP_NACC de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:01 - : Ya existe en SAP complemento Campo BPP_NDOC de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:02 - : Ya existe en SAP complemento Campo BPP_PORC de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:03 - : Ya existe en SAP complemento Campo BPP_SOCI de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:04 - : Ya existe en SAP complemento Campo BPP_TACC de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:05 - : Ya existe en SAP complemento Campo BPP_TDOC de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:06 - : Ya existe en SAP complemento Campo BPP_TMOV de la tabla:  @BPP_DCAPITAL
31/12/2023 22:45:07 - : Ya existe en SAP complemento Campo BPP_MEMO de la tabla:  @BPP_HINTANG
31/12/2023 22:45:08 - : Ya existe en SAP complemento Campo BPP_PERI de la tabla:  @BPP_HINTANG
31/12/2023 22:45:09 - : Ya existe en SAP complemento Campo BPP_AMTZ de la tabla:  @BPP_DINTANG
31/12/2023 22:45:10 - : Ya existe en SAP complemento Campo BPP_DESC de la tabla:  @BPP_DINTANG
31/12/2023 22:45:11 - : Ya existe en SAP complemento Campo BPP_FECH de la tabla:  @BPP_DINTANG
31/12/2023 22:45:12 - : Ya existe en SAP complemento Campo BPP_NETO de la tabla:  @BPP_DINTANG
31/12/2023 22:45:13 - : Ya existe en SAP complemento Campo BPP_TINT de la tabla:  @BPP_DINTANG
31/12/2023 22:45:14 - : Ya existe en SAP complemento Campo BPP_TMOV de la tabla:  @BPP_DINTANG
31/12/2023 22:45:15 - : Ya existe en SAP complemento Campo BPP_VINT de la tabla:  @BPP_DINTANG
31/12/2023 22:45:16 - : Ya existe en SAP complemento Campo BPP_MEMO de la tabla:  @BPP_HVALORES
31/12/2023 22:45:17 - : Ya existe en SAP complemento Campo BPP_PERI de la tabla:  @BPP_HVALORES
31/12/2023 22:45:18 - : Ya existe en SAP complemento Campo BPP_CANT de la tabla:  @BPP_DVALORES
31/12/2023 22:45:19 - : Ya existe en SAP complemento Campo BPP_CTOT de la tabla:  @BPP_DVALORES
31/12/2023 22:45:20 - : Ya existe en SAP complemento Campo BPP_DENO de la tabla:  @BPP_DVALORES
31/12/2023 22:45:22 - : Ya existe en SAP complemento Campo BPP_EMIS de la tabla:  @BPP_DVALORES
31/12/2023 22:45:23 - : Ya existe en SAP complemento Campo BPP_NDOC de la tabla:  @BPP_DVALORES
31/12/2023 22:45:24 - : Ya existe en SAP complemento Campo BPP_PTOT de la tabla:  @BPP_DVALORES
31/12/2023 22:45:25 - : Ya existe en SAP complemento Campo BPP_TDOC de la tabla:  @BPP_DVALORES
31/12/2023 22:45:26 - : Ya existe en SAP complemento Campo BPP_TMOV de la tabla:  @BPP_DVALORES
31/12/2023 22:45:27 - : Ya existe en SAP complemento Campo BPP_TOTN de la tabla:  @BPP_DVALORES
31/12/2023 22:45:28 - : Ya existe en SAP complemento Campo BPP_VNOM de la tabla:  @BPP_DVALORES
31/12/2023 22:45:29 - : Ya existe en SAP complemento Campo BPP_PPCC de la tabla:  @BPP_PRMPER
31/12/2023 22:45:30 - : Ya existe en SAP complemento Campo BPP_PPRE de la tabla:  @BPP_PRMPER
31/12/2023 22:45:31 - : Ya existe en SAP complemento Campo BPP_PPCI de la tabla:  @BPP_PRMPER
31/12/2023 22:45:33 - : Ya existe en SAP complemento Campo BPP_PPRI de la tabla:  @BPP_PRMPER
31/12/2023 22:45:34 - : Ya existe en SAP complemento Campo BPP_PPRC de la tabla:  @BPP_PRMPER
31/12/2023 22:45:35 - : Ya existe en SAP complemento Campo BPP_PPRS de la tabla:  @BPP_PRMPER
31/12/2023 22:45:36 - : Ya existe en SAP complemento Campo BPP_PPIA de la tabla:  @BPP_PRMPER
31/12/2023 22:45:37 - : Ya existe en SAP complemento Campo BPP_PPAR de la tabla:  @BPP_PRMPER
31/12/2023 22:45:38 - : Ya existe en SAP complemento Campo BPP_CHEF de la tabla:  @BPP_PRMPER
31/12/2023 22:45:39 - : Ya existe en SAP complemento Campo BPP_CHRE de la tabla:  @BPP_PRMPER
31/12/2023 22:45:40 - : Ya existe en SAP complemento Campo BPP_COED de la tabla:  @BPP_PRMPER
31/12/2023 22:45:41 - : Ya existe en SAP complemento Campo BPP_EFEF de la tabla:  @BPP_PRMPER
31/12/2023 22:45:42 - : Ya existe en SAP complemento Campo BPP_EFRE de la tabla:  @BPP_PRMPER
31/12/2023 22:45:43 - : Ya existe en SAP complemento Campo BPP_FLPR de la tabla:  @BPP_PRMPER
31/12/2023 22:45:44 - : Ya existe en SAP complemento Campo BPP_INCO de la tabla:  @BPP_PRMPER
31/12/2023 22:45:45 - : Ya existe en SAP complemento Campo BPP_LTEF de la tabla:  @BPP_PRMPER
31/12/2023 22:45:46 - : Ya existe en SAP complemento Campo BPP_LTRE de la tabla:  @BPP_PRMPER
31/12/2023 22:45:47 - : Ya existe en SAP complemento Campo BPP_PPCB de la tabla:  @BPP_PRMPER
31/12/2023 22:45:48 - : Ya existe en SAP complemento Campo BPP_RUCD de la tabla:  @BPP_PRMPER
31/12/2023 22:45:49 - : Ya existe en SAP complemento Campo BPP_SBOF de la tabla:  @BPP_PRMPER
31/12/2023 22:45:50 - : Ya existe en SAP complemento Campo BPP_TAEF de la tabla:  @BPP_PRMPER
31/12/2023 22:45:51 - : Ya existe en SAP complemento Campo BPP_TARE de la tabla:  @BPP_PRMPER
31/12/2023 22:45:53 - : Ya existe en SAP complemento Campo BPP_TREF de la tabla:  @BPP_PRMPER
31/12/2023 22:45:54 - : Ya existe en SAP complemento Campo BPP_TRRE de la tabla:  @BPP_PRMPER
31/12/2023 22:45:55 - : Ya existe en SAP complemento Campo BPP_NCTipoDoc de la tabla:  @BPP_PRMPER
31/12/2023 22:45:56 - : Ya existe en SAP complemento Campo BPP_Aper de la tabla:  @BPP_PRMPER
31/12/2023 22:45:57 - : Ya existe en SAP complemento Campo BPP_Cierre de la tabla:  @BPP_PRMPER
31/12/2023 22:45:58 - : Ya existe en SAP complemento Campo UIT de la tabla:  @BPP_PRMPER
31/12/2023 22:45:59 - : Ya existe en SAP complemento Campo BPP_CTADIFCambio de la tabla:  @BPP_PRMPER
31/12/2023 22:46:00 - : Ya existe en SAP complemento Campo BPP_DIGGASTO de la tabla:  @BPP_PRMPER
31/12/2023 22:46:01 - : Ya existe en SAP complemento Campo BPP_PorcDet de la tabla:  @STR_CODOPE
31/12/2023 22:46:02 - : Ya existe en SAP complemento Campo BPP_PrvD de la tabla:  @BPP_BATDTR
31/12/2023 22:46:04 - : Ya existe en SAP complemento Campo BPP_PrvH de la tabla:  @BPP_BATDTR
31/12/2023 22:46:05 - : Ya existe en SAP complemento Campo BPP_FchCntD de la tabla:  @BPP_BATDTR
31/12/2023 22:46:06 - : Ya existe en SAP complemento Campo BPP_FchCntH de la tabla:  @BPP_BATDTR
31/12/2023 22:46:07 - : Ya existe en SAP complemento Campo BPP_TotPag de la tabla:  @BPP_BATDTR
31/12/2023 22:46:08 - : Ya existe en SAP complemento Campo BPP_FchVncD de la tabla:  @BPP_BATDTR
31/12/2023 22:46:09 - : Ya existe en SAP complemento Campo BPP_FchVncH de la tabla:  @BPP_BATDTR
31/12/2023 22:46:10 - : Ya existe en SAP complemento Campo STR_FchEjec de la tabla:  @BPP_BATDTR
31/12/2023 22:46:11 - : Ya existe en SAP complemento Campo STR_BnkPais de la tabla:  @BPP_BATDTR
31/12/2023 22:46:12 - : Ya existe en SAP complemento Campo STR_BnkCdgo de la tabla:  @BPP_BATDTR
31/12/2023 22:46:13 - : Ya existe en SAP complemento Campo STR_BnkCnta de la tabla:  @BPP_BATDTR
31/12/2023 22:46:14 - : Ya existe en SAP complemento Campo STR_BnkMnda de la tabla:  @BPP_BATDTR
31/12/2023 22:46:15 - : Ya existe en SAP complemento Campo STR_TpoAsnt de la tabla:  @BPP_BATDTR
31/12/2023 22:46:16 - : Ya existe en SAP complemento Campo STR_MtoPrts de la tabla:  @BPP_BATDTR
31/12/2023 22:46:17 - : Ya existe en SAP complemento Campo STR_MtoCmsn de la tabla:  @BPP_BATDTR
31/12/2023 22:46:18 - : Ya existe en SAP complemento Campo STR_AsnRsp de la tabla:  @BPP_BATDTR
31/12/2023 22:46:20 - : Ya existe en SAP complemento Campo BPP_CodProv de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:21 - : Ya existe en SAP complemento Campo BPP_CodTrans de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:22 - : Ya existe en SAP complemento Campo BPP_TpDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:23 - : Ya existe en SAP complemento Campo BPP_NroDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:24 - : Ya existe en SAP complemento Campo BPP_CncDet de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:25 - : Ya existe en SAP complemento Campo BPP_ImpDet de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:26 - : Ya existe en SAP complemento Campo BPP_EstDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:27 - : Ya existe en SAP complemento Campo BPP_RznScl de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:28 - : Ya existe en SAP complemento Campo BPP_Selec de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:29 - : Ya existe en SAP complemento Campo BPP_FchDoc de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:30 - : Ya existe en SAP complemento Campo BPP_DocEntry de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:31 - : Ya existe en SAP complemento Campo BPP_AsDtr de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:32 - : Ya existe en SAP complemento Campo BPP_CodPry de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:34 - : Ya existe en SAP complemento Campo BPP_DscPry de la tabla:  @BPP_BATDTRDET
31/12/2023 22:46:35 - : Ya existe en SAP complemento Campo BPP_CDAG de la tabla:  @BPP_PRCRETCNFG
31/12/2023 22:46:36 - : Ya existe en SAP complemento Campo BPP_TPAG de la tabla:  @BPP_PRCRETCNFG
31/12/2023 22:46:37 - : Ya existe en SAP complemento Campo BPP_PRCT de la tabla:  @BPP_PRCRETCNFG
31/12/2023 22:46:38 - : Ya existe en SAP complemento Campo BPP_CRCD de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:39 - : Ya existe en SAP complemento Campo BPP_CDAG de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:40 - : Ya existe en SAP complemento Campo BPP_FCHI de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:41 - : Ya existe en SAP complemento Campo BPP_FCHF de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:42 - : Ya existe en SAP complemento Campo BPP_ACTV de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:43 - : Ya existe en SAP complemento Campo BPP_PRCT de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:44 - : Ya existe en SAP complemento Campo BPP_TPAG de la tabla:  @BPP_PRCRETSCNG
31/12/2023 22:46:45 - : Ya existe en SAP complemento Campo STR_Concepto de la tabla:  @STR_SETTINGS
31/12/2023 22:46:46 - : Ya existe en SAP complemento Campo STR_Descripcion de la tabla:  @STR_SETTINGS
31/12/2023 22:46:47 - : Ya existe en SAP complemento Campo STR_Valor de la tabla:  @STR_SETTINGS
31/12/2023 22:46:48 - : Ya existe en SAP complemento Campo RetImp de la tabla:  OWHT
31/12/2023 22:46:49 - : Ya existe en SAP complemento Campo IGV de la tabla:  OSTA
31/12/2023 22:46:50 - : Ya existe en SAP complemento Campo ISC de la tabla:  OSTA
31/12/2023 22:46:52 - : Ya existe en SAP complemento Campo IGV de la tabla:  OSTT
31/12/2023 22:46:53 - : Ya existe en SAP complemento Campo ISC de la tabla:  OSTT
31/12/2023 22:46:54 - : Ya existe en SAP complemento Campo BPP_CBALC de la tabla:  OACT
31/12/2023 22:46:55 - : Ya existe en SAP complemento Campo BPP_CLASCTA de la tabla:  OACT
31/12/2023 22:46:56 - : Ya existe en SAP complemento Campo BPP_CLASCTAFIN de la tabla:  OACT
31/12/2023 22:46:57 - : Ya existe en SAP complemento Campo BPP_CTABALANCE de la tabla:  OACT
31/12/2023 22:46:58 - : Ya existe en SAP complemento Campo BPP_ArCE de la tabla:  OITM
31/12/2023 22:46:59 - : Ya existe en SAP complemento Campo BPP_PrPc de la tabla:  OITM
31/12/2023 22:47:00 - : Ya existe en SAP complemento Campo BPP_TIPEXIST de la tabla:  OITM
31/12/2023 22:47:01 - : Ya existe en SAP complemento Campo BPP_TIPUNMED de la tabla:  OITM
31/12/2023 22:47:02 - : Ya existe en SAP complemento Campo BPP_ARTPRC de la tabla:  OITM
31/12/2023 22:47:03 - : Ya existe en SAP complemento Campo STR_Costeo de la tabla:  OITM
31/12/2023 22:47:04 - : Ya existe en SAP complemento Campo BPP_MDTS de la tabla:  OIGE
31/12/2023 22:47:05 - : Ya existe en SAP complemento Campo BPP_MDTD de la tabla:  OIGN
31/12/2023 22:47:06 - : Ya existe en SAP complemento Campo STR_Flete de la tabla:  WTR1
31/12/2023 22:47:07 - : Ya existe en SAP complemento Campo STR_CTPT de la tabla:  OITB
31/12/2023 22:47:09 - : Ya existe en SAP complemento Campo PRC_IMP de la tabla:  RCT2
31/12/2023 22:47:10 - : Ya existe en SAP complemento Campo PRC_PGO de la tabla:  RCT2
31/12/2023 22:47:11 - : Ya existe en SAP complemento Campo PRC_SLD de la tabla:  RCT2
31/12/2023 22:47:12 - : Ya existe en SAP complemento Campo PRC_TotLin de la tabla:  RCT2
31/12/2023 22:47:13 - : Ya existe en SAP complemento Campo BPP_PTSC de la tabla:  OVPM
31/12/2023 22:47:14 - : Ya existe en SAP complemento Campo BPP_PTCC de la tabla:  OVPM
31/12/2023 22:47:15 - : Ya existe en SAP complemento Campo BPP_MDTD de la tabla:  OVPM
31/12/2023 22:47:16 - : Ya existe en SAP complemento Campo BPP_AsPc de la tabla:  OVPM
31/12/2023 22:47:17 - : Ya existe en SAP complemento Campo STR_RETLET de la tabla:  ORCT
31/12/2023 22:47:18 - : Ya existe en SAP complemento Campo STR_RETPIE de la tabla:  ORCT
31/12/2023 22:47:19 - : Ya existe en SAP complemento Campo BPP_MPPG de la tabla:  ORCT
31/12/2023 22:47:20 - : Ya existe en SAP complemento Campo BPP_CHEQ de la tabla:  OPWZ
31/12/2023 22:47:21 - : Ya existe en SAP complemento Campo BPP_TRAN de la tabla:  OPWZ
31/12/2023 22:47:23 - : Ya existe en SAP complemento Campo OTR de la tabla:  OSTC
31/12/2023 22:47:24 - : Ya existe en SAP complemento Campo BPP_SubTDoc de la tabla:  OJDT
31/12/2023 22:47:25 - : Ya existe en SAP complemento Campo BPP_DocKeyDest de la tabla:  OJDT
31/12/2023 22:47:26 - : Ya existe en SAP complemento Campo BPP_CtaTdoc de la tabla:  OJDT
31/12/2023 22:47:27 - : Ya existe en SAP complemento Campo BPP_CTAPAT de la tabla:  JDT1
31/12/2023 22:47:28 - : Ya existe en SAP complemento Campo INFOPE01 de la tabla:  JDT1
31/12/2023 22:47:29 - : Ya existe en SAP complemento Campo INFOPE02 de la tabla:  JDT1
31/12/2023 22:47:30 - : Ya existe en SAP complemento Campo INFOPE03 de la tabla:  JDT1
31/12/2023 22:47:31 - : Ya existe en SAP complemento Campo STR_BsTyp de la tabla:  JDT1
31/12/2023 22:47:32 - : Ya existe en SAP complemento Campo STR_BsEnt de la tabla:  JDT1
31/12/2023 22:47:33 - : Ya existe en SAP complemento Campo BPP_MDSD de la tabla:  OPDN
31/12/2023 22:47:34 - : Ya existe en SAP complemento Campo BPP_AstDetrac de la tabla:  OPCH
31/12/2023 22:47:35 - : Ya existe en SAP complemento Campo BPP_CdBn de la tabla:  OPCH
31/12/2023 22:47:36 - : Ya existe en SAP complemento Campo BPP_CdOp de la tabla:  OPCH
31/12/2023 22:47:37 - : Ya existe en SAP complemento Campo BPP_CDAD de la tabla:  OPCH
31/12/2023 22:47:38 - : Ya existe en SAP complemento Campo BPP_DPFC de la tabla:  OPCH
31/12/2023 22:47:39 - : Ya existe en SAP complemento Campo BPP_DPNM de la tabla:  OPCH
31/12/2023 22:47:40 - : Ya existe en SAP complemento Campo BPP_MDBI de la tabla:  OPCH
31/12/2023 22:47:41 - : Ya existe en SAP complemento Campo BPP_MDCO de la tabla:  OPCH
31/12/2023 22:47:42 - : Ya existe en SAP complemento Campo BPP_MDFD de la tabla:  OPCH
31/12/2023 22:47:43 - : Ya existe en SAP complemento Campo BPP_MDSO de la tabla:  OPCH
31/12/2023 22:47:44 - : Ya existe en SAP complemento Campo BPP_MDTO de la tabla:  OPCH
31/12/2023 22:47:45 - : Ya existe en SAP complemento Campo BPP_SND de la tabla:  OPCH
31/12/2023 22:47:46 - : Ya existe en SAP complemento Campo BPP_MDND de la tabla:  OPCH
31/12/2023 22:47:47 - : Ya existe en SAP complemento Campo BPP_AsPc de la tabla:  OINV
31/12/2023 22:47:49 - : Ya existe en SAP complemento Campo BPP_TtPc de la tabla:  OINV
31/12/2023 22:47:50 - : Ya existe en SAP complemento Campo BPP_MDCD de la tabla:  OINV
31/12/2023 22:47:51 - : Ya existe en SAP complemento Campo BPP_MDNT de la tabla:  OINV
31/12/2023 22:47:52 - : Ya existe en SAP complemento Campo BPP_SDocDate de la tabla:  OINV
31/12/2023 22:47:53 - : Ya existe en SAP complemento Campo BPP_CdBn de la tabla:  OINV
